text,label
Why won't the ATM let me withdraw money?,26
I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me?,35
How long will my payment be pending?,45
I am quite aggravated that I ordered online almost a month ago and I never got my package and I paid for it. I would really appreciate it if I could get a full refund back now.,52
Where do I link the new card?,13
Has the check I deposited cleared to I can get the cash?,6
I was just giving the wrong amount by the ATM. How do I request cash back at this point? The app is showing the amount that I actually requested even though that's not what I got.,75
I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,8
There was a direct debit I don't recognize.,28
"hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent.",28
"Hi, I am unable to use my card in ATM. I had tried my card in two ATMs but both ATMs declined it. Could you please check my account?",26
Why is a transfer to a beneficiary not possible?,7
How can i make my card active?,0
For how long will my transfer be pending?,48
Can someone in the US have a card?,24
Why can't I see my refund in my statement?,51
I was wondering if I could get a second card on this account? I would like my daughter to have one.,39
There is a suspicious cash withdraw on the account.,20
What will happen after my card expires?,9
Why have you declined my card payment?,25
I believe my top up has failed,59
My top up isnt working,59
I have a pending transfer,48
"Help! I keep checking my account, but my refund is not showing. I requested that a seller refund my money a while back, but there is no money showing in my account. What can you do for me?",51
"I see a transfer fee, but to my understand, that should have been free, what happened?",64
Am I able to order a new card and have it sent to me in China?,9
Can you tell me why I was charged extra when I withdrew money?,19
Why does my account not accept cash deposits?,6
There's a debit on my account that I didn't do.,28
I deposited a check but my balance is still the same.,6
I tried to buy something online yesterday and was told declined. I got the same error today after trying again. What is the problem?,27
I took cash and got charged a fee,19
I haven't received my cash yet.,75
Why is a transfer I did recently still processing?,48
My balance was not updated after transferring money.,5
On my last transaction it seem that my top-up was not successful.,61
Does the exchange rate change each day for purchases? There is a different rate on my purchase.,17
Why are my transfers being declined? It normally works but now it's declining my card. I've tried it a few times but it's still not working.,27
Why can't I transfer to another account?,7
Why is there an extra pound charge that is pending?,34
"How long do EU transfers take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",48
I see a direct debit transaction in the app that is not mine,28
"My card arrived but I need to make it work in the app, how do I do that?",13
It appears that I am being double charged for some items that I have purchased this past week.  Please review and correct.,63
A percentage fee was charged to my withdrawal.,19
My identity has been stolen. I still have my physical card but there are charges I didn't make on my account. How do I cancel this card or dispute the charges?,20
